#ItemDescriptionID;Weight;OrderCount;MeasuredFrequency;StaticFrequency
0;6.35745961980776;14;0.0130475302889096;0.0201730530881952
1;3.75143770861972;358;0.333643988816403;0.330026456741602
2;7.08831069855406;439;0.409133271202237;0.420214194250991
3;7.93126267470944;33;0.0307548928238583;0.0354476084999328
4;4.28602704139707;9;0.00838769804287046;0.0136010304952261
5;3.64070890082079;1073;1;1
6;3.32788843723381;79;0.0736253494874185;0.0914898267402309
7;4.92780831499389;32;0.0298229263746505;0.0354634171547037
8;2.51947930106869;85;0.0792171481826654;0.0854243122572079
9;5.91323141935898;90;0.0838769804287046;0.0848148611173819
10;2.75316348986382;978;0.911463187325256;0.9505999770911
11;7.0009814095688;96;0.0894687791239515;0.099784346918939
12;3.1212295997521;190;0.177073625349487;0.190433562472812
13;4.94375124803919;431;0.401677539608574;0.407355849852106
14;4.16563412834221;714;0.66542404473439;0.775754304409084
15;2.34205038675203;107;0.0997204100652377;0.109197054754227
16;2.78419004603484;84;0.0782851817334576;0.0735292609888559
17;3.50448997388803;85;0.0792171481826654;0.0704648768896416
18;3.58210242706449;173;0.161230195712954;0.173500646377407
19;6.88191630452961;16;0.0149114631873253;0.0147896108485351
20;6.03493512237209;149;0.138863000931966;0.144876757059007
21;3.29783598114636;18;0.0167753960857409;0.0210388037322591
22;4.68139919856628;67;0.0624417520969245;0.0688365693124752
23;7.48177557880142;9;0.00838769804287046;0.0215845335661281
24;7.83732348952318;48;0.0447343895619758;0.0429879162290235
25;5.48773651266831;35;0.032618825722274;0.0364995063482706
26;6.70445434036872;708;0.659832246039143;0.704411053230326
27;7.32550773458812;38;0.0354147250698975;0.0343083328306808
28;4.21383229839328;125;0.116495806150979;0.100911384318446
29;3.14547400322998;93;0.0866728797763281;0.0829513835888008
30;4.68422774722996;124;0.115563839701771;0.124768199072731
31;5.88304086862274;254;0.236719478098788;0.297438501844532
32;6.03315475305224;112;0.104380242311277;0.123167090824849
33;6.97781904273565;252;0.234855545200373;0.266302943833119
34;3.88766004698708;35;0.032618825722274;0.0390677013053427
35;5.96805184612426;12;0.0111835973904939;0.0127874709593137
36;2.60724492119963;478;0.445479962721342;0.46867273692902
37;3.53374818877026;90;0.0838769804287046;0.0788660598195876
38;6.93926358452964;822;0.766076421248835;0.76606690077024
39;7.6723222973162;31;0.0288909599254427;0.0263723832373646
40;5.31066725184706;497;0.463187325256291;0.419377218095388
41;7.5919843593575;351;0.327120223671948;0.302320186590339
42;6.79555041473152;11;0.0102516309412861;0.0124990691545029
43;3.62546997499907;183;0.170549860205033;0.160176852317146
44;5.53334981274481;120;0.111835973904939;0.107321468793916
45;6.73362388868519;436;0.406337371854613;0.424426371923159
46;5.98073519951698;383;0.356943150046598;0.35850253158421
47;2.91382908397998;24;0.0223671947809879;0.0221383484148629
48;2.2043715921251;77;0.0717614165890028;0.0622553231212578
49;6.65314192169027;82;0.0764212488350419;0.0928018659605302
50;3.07829021619553;152;0.14165890027959;0.126786206329388
51;3.37216353014678;783;0.72972972972973;0.782154079077
52;5.64473477548209;26;0.0242311276794035;0.0274116268192319
53;2.61324779717869;136;0.126747437092265;0.123635584497909
54;4.74113195144624;242;0.225535880708295;0.24671376925528
55;4.78465684446723;43;0.0400745573159366;0.0312091311439563
56;6.89303803392362;23;0.0214352283317801;0.0154548453904734
57;5.29693874218359;22;0.0205032618825722;0.0274911620693381
58;5.84365837361834;29;0.027027027027027;0.0283782669559108
59;2.56634720161853;252;0.234855545200373;0.2530204934888
60;7.63989350741724;172;0.160298229263747;0.178631252747711
61;6.74253749230063;540;0.503261882572227;0.528100645055536
62;4.54995049096176;19;0.0177073625349487;0.0137139590286702
63;6.94099847084889;11;0.0102516309412861;0.0146224138425549
64;4.70633321753998;140;0.130475302889096;0.124118904632504
65;7.30285996352456;133;0.123951537744641;0.107264193589122
66;3.54306022894711;6;0.00559179869524697;0.0125493499706316
67;6.35621557773846;103;0.0959925442684063;0.0907454369507899
68;7.59390057418211;139;0.129543336439888;0.135530611913531
69;7.22531759702848;430;0.400745573159366;0.490446073913271
70;6.35011763980152;73;0.0680335507921715;0.0620325577645869
71;2.44994155711026;24;0.0223671947809879;0.0197031811866007
72;7.43783826541055;30;0.0279589934762349;0.0423635692432346
73;5.61106011067101;90;0.0838769804287046;0.0672757457978461
74;2.55998129423707;302;0.281453867660764;0.288777519827315
75;3.88990776887625;850;0.792171481826654;0.848364594741712
76;2.04847207388304;403;0.375582479030755;0.36555403247971
77;7.23713782394172;23;0.0214352283317801;0.0182804085528741
78;2.63253444742064;47;0.0438024231127679;0.0429527947429787
79;4.04176288472571;337;0.314072693383038;0.261477961149399
80;2.44017834702515;330;0.307548928238583;0.299768477094694
81;2.75511959137168;578;0.538676607642125;0.540586503179869
82;4.53722418031526;119;0.110904007455732;0.117632056025623
83;3.45481855583136;35;0.032618825722274;0.0332832598325882
84;3.32715012846848;18;0.0167753960857409;0.0245068411691957
85;7.76961632527859;516;0.48089468779124;0.503027463594952
86;6.7767363361906;94;0.0876048462255359;0.0925378248178597
87;7.77975896456268;20;0.0186393289841566;0.0218272209309604
88;6.22356085396538;95;0.0885368126747437;0.0990231620210763
89;5.16277350166942;24;0.0223671947809879;0.023994721791706
90;4.11066056979385;169;0.157502329916123;0.165557845977455
91;3.67403953600397;178;0.165890027958993;0.175341943399262
92;3.89898776165163;719;0.670083876980429;0.67700818098528
93;3.37794790667386;605;0.563839701770736;0.580870476181844
94;6.40177820921027;62;0.0577819198508854;0.0679763696285497
95;4.30712074614462;108;0.100652376514445;0.124139790913861
96;7.65594840592516;38;0.0354147250698975;0.0410397363823333
97;6.85737129247625;30;0.0279589934762349;0.0257842149078179
98;7.69279360943138;573;0.534016775396086;0.50707563392757
99;5.89586232784012;29;0.027027027027027;0.0173278813437646
