decision,time,botID,podNull,podID,inUsedPodsValues,inBotToPodKey,currentTaskType,destWaypointNull,isRa,podJustRegisteredCount
0,0,1,True,-1,False,False,DummyTask,True,True,-1
0,0,10,True,-1,False,False,DummyTask,True,True,-1
0,0,11,True,-1,False,False,DummyTask,True,True,-1
0,0,3,True,-1,False,False,DummyTask,True,True,-1
0,0,5,True,-1,False,False,DummyTask,True,True,-1
0,0,4,True,-1,False,False,DummyTask,True,True,-1
0,0,12,True,-1,False,False,DummyTask,True,True,-1
0,0,13,True,-1,False,False,DummyTask,True,True,-1
0,0,14,True,-1,False,False,DummyTask,True,True,-1
0,0,7,True,-1,False,False,DummyTask,True,True,-1
1,31.0666666666666,1,True,-1,False,False,RestTask,True,True,-1
1,31.0666666666666,10,True,-1,False,False,RestTask,True,True,-1
1,31.0666666666666,11,True,-1,False,False,RestTask,True,True,-1
1,31.0666666666666,3,True,-1,False,False,RestTask,True,True,-1
1,31.0666666666666,5,True,-1,False,False,RestTask,True,True,-1
1,31.0666666666666,4,True,-1,False,False,RestTask,True,True,-1
1,31.0666666666666,12,True,-1,False,False,RestTask,True,True,-1
1,31.0666666666666,13,True,-1,False,False,RestTask,True,True,-1
1,31.0666666666666,14,True,-1,False,False,RestTask,True,True,-1
1,31.0666666666666,7,True,-1,False,False,RestTask,True,True,-1
2,41.111111111111,1,True,-1,False,False,RestTask,True,True,-1
2,41.111111111111,10,True,-1,False,False,RestTask,True,True,-1
2,41.111111111111,11,True,-1,False,False,RestTask,True,True,-1
2,41.111111111111,3,True,-1,False,False,RestTask,True,True,-1
2,41.111111111111,5,True,-1,False,False,RestTask,True,True,-1
2,41.111111111111,4,True,-1,False,False,RestTask,True,True,-1
2,41.111111111111,12,True,-1,False,False,RestTask,True,True,-1
2,41.111111111111,13,True,-1,False,False,RestTask,True,True,-1
2,41.111111111111,14,True,-1,False,False,RestTask,True,True,-1
2,41.111111111111,7,True,-1,False,False,RestTask,True,True,-1
3,42.9777777777776,1,True,-1,False,False,RestTask,True,True,-1
3,42.9777777777776,10,True,-1,False,False,RestTask,True,True,-1
3,42.9777777777776,11,True,-1,False,False,RestTask,True,True,-1
3,42.9777777777776,3,True,-1,False,False,RestTask,True,True,-1
3,42.9777777777776,5,True,-1,False,False,RestTask,True,True,-1
3,42.9777777777776,4,True,-1,False,False,RestTask,True,True,-1
3,42.9777777777776,12,True,-1,False,False,RestTask,True,True,-1
3,42.9777777777776,13,True,-1,False,False,RestTask,True,True,-1
3,42.9777777777776,14,True,-1,False,False,RestTask,True,True,-1
