time,bot_id,task_id,pod_id,station_id,eta_now,t_starve,queue_budget,release_budget,slack,chosen_delay,deadline,release_policy,eta_safety_buffer,probe_success,release_reason,station_pending_items,station_busy_remaining,station_queue_work,eta_at_release,remaining_t_starve_at_release,best_future_eta_at_release,best_future_delay_at_release,eta_improvement_at_release,neighbor_count_at_decision,missing_arrival_count,queue_arrival_time,release_time,actual_arrival_time,actual_eta,arrival_error,station_idle_at_arrival,queue_wait_at_station
51.05,Bot13,31562473,Pod85,OutputStation8,57.7,0,0,0,-67.7,0,51.05,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,57.7,0,,,,0,0,104.98,51.05,112.03,60.99,3.28,1,7.05
55.87,Bot3,17172873,Pod38,OutputStation7,72,0,0,0,-82,0,55.87,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,72,0,,,,0,0,116.82,55.87,123.08,67.21,-4.79,1,6.26
103.78,Bot9,38006470,Pod21,OutputStation11,18.33,15.84,30,30,1.67,1.67,105.45,QueueBudgetEtaImprovement,10,0,hard_deadline,1,5.84,10,,27.91,,,,0,0,118.66,105.87,157.33,51.47,33.55,0,38.67
154.42,Bot17,18045482,Pod16,OutputStation10,37.63,0,0,0,-47.63,0,154.42,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,37.63,0,,,,0,0,187.18,154.42,192.61,38.19,0.56,1,5.43
182.4,Bot1,48903847,Pod95,OutputStation2,50.29,0,0,0,-60.29,0,182.4,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,50.29,0,,,,0,0,229.41,182.4,234.95,52.56,2.26,1,5.55
192.28,Bot16,19792958,Pod336,OutputStation9,16.25,0,0,0,-26.25,0,192.28,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,16.25,0,,,,0,0,201.71,192.28,208.9,16.63,0.38,1,7.2
196.87,Bot12,63137679,Pod12,OutputStation11,78.33,13.07,40,40,-48.33,0,196.87,QueueBudgetEtaImprovement,10,0,immediate_release,1,3.07,10,78.33,13.07,,,,0,0,236.44,196.87,243.25,46.38,-31.96,1,6.81
210.41,Bot11,63615456,Pod57,OutputStation1,70.96,0,0,0,-80.96,0,210.41,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,70.96,0,,,,0,0,280.41,210.41,285.86,75.45,4.5,1,5.46
251.7,Bot8,12606144,Pod283,OutputStation0,67.79,0,0,0,-77.79,0,251.7,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,67.79,0,,,,0,0,320,251.7,325.43,73.73,5.94,1,5.43
252.5,Bot7,31226844,Pod290,OutputStation4,70.38,0,0,0,-80.38,0,252.5,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,70.38,0,,,,0,0,320.29,252.5,327.21,74.72,4.34,1,6.92
254.89,Bot3,45522188,Pod26,OutputStation7,49.08,0,0,0,-59.08,0,254.89,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,49.08,0,,,,0,0,302.34,254.89,308.02,53.13,4.05,1,5.68
264.71,Bot5,50545712,Pod163,OutputStation6,69.71,0,0,0,-79.71,0,264.71,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,69.71,0,,,,0,0,328.43,264.71,335.34,70.63,0.92,1,6.91
267.9,Bot19,16046545,Pod100,OutputStation5,22.17,0,0,0,-32.17,0,267.9,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,22.17,0,,,,0,0,284.8,267.9,290.35,22.45,0.28,1,5.55
269.85,Bot14,7046514,Pod4,OutputStation3,59.79,0,0,0,-69.79,0,269.85,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,59.79,0,,,,0,0,326.03,269.85,331.45,61.6,1.81,1,5.42
282.83,Bot13,57813648,Pod477,OutputStation8,41.54,0,0,0,-51.54,0,282.83,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,41.54,0,,,,0,0,319.08,282.83,326.03,43.2,1.66,1,6.95
283.73,Bot9,50560785,Pod184,OutputStation11,55.79,0,30,30,-35.79,0,283.73,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,55.79,0,,,,0,0,340.97,283.73,347.81,64.08,8.29,1,6.84
284.8,Bot17,5058020,Pod23,OutputStation10,70.96,0,0,0,-80.96,0,284.8,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,70.96,0,,,,0,0,353.48,284.8,360.72,75.92,4.96,1,7.24
286.24,Bot12,33410170,Pod28,OutputStation11,30.96,0,40,40,-0.96,0,286.24,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,30.96,0,,,,1,0,311.69,286.24,317.35,31.11,0.15,1,5.66
331.74,Bot16,5211349,Pod17,OutputStation9,65,0,0,0,-75,0,331.74,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,65,0,,,,0,0,395.22,331.74,400.76,69.02,4.02,1,5.54
339,Bot1,18190944,Pod35,OutputStation2,33.67,0,0,0,-43.67,0,339,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,33.67,0,,,,0,0,366.68,339,375.05,36.05,2.38,1,8.37
368.16,Bot3,42523874,Pod34,OutputStation7,65.88,0,0,0,-75.88,0,368.16,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,65.88,0,,,,0,0,433.21,368.16,438.64,70.49,4.61,1,5.43
394.34,Bot12,6457126,Pod22,OutputStation11,101.67,13.59,40,40,-71.67,0,394.34,QueueBudgetEtaImprovement,10,0,immediate_release,1,3.59,10,101.67,13.59,,,,0,0,445.29,394.34,452.19,57.85,-43.82,1,6.9
398.72,Bot14,62022620,Pod5,OutputStation3,54.46,0,0,0,-64.46,0,398.72,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,54.46,0,,,,0,0,448.64,398.72,455.82,57.11,2.65,1,7.18
400.86,Bot7,21676799,Pod19,OutputStation4,64.96,0,0,0,-74.96,0,400.86,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,64.96,0,,,,0,0,464.77,400.86,470.33,69.47,4.51,1,5.55
422.42,Bot19,49496426,Pod355,OutputStation5,43.75,0,0,0,-53.75,0,422.42,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,43.75,0,,,,0,0,463.4,422.42,468.93,46.51,2.76,1,5.53
436.1,Bot13,34082795,Pod7,OutputStation8,37.04,0,0,0,-47.04,0,436.1,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,37.04,0,,,,0,0,468.06,436.1,475.03,38.94,1.9,1,6.97
438.39,Bot16,10483979,Pod704,OutputStation9,26.33,0,0,0,-36.33,0,438.39,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,26.33,0,,,,0,0,457.86,438.39,464.77,26.39,0.05,1,6.92
446.55,Bot17,29710964,Pod290,OutputStation10,65.71,0,0,0,-75.71,0,446.55,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,65.71,0,,,,0,0,509.07,446.55,516.01,69.46,3.75,1,6.94
464.65,Bot11,66072087,Pod783,OutputStation1,56.21,0,0,0,-66.21,0,464.65,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,56.21,0,,,,0,0,516.01,464.65,523.02,58.37,2.16,1,7.01
474.32,Bot9,23025885,Pod6,OutputStation11,76.67,8.08,50,50,-36.67,0,474.32,QueueBudgetEtaImprovement,10,0,immediate_release,0,8.08,0,76.67,8.08,,,,0,0,523.43,474.32,530.56,56.24,-20.42,1,7.14
475.73,Bot5,29933900,Pod728,OutputStation6,45.83,0,0,0,-55.83,0,475.73,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,45.83,0,,,,0,0,517.78,475.73,523.28,47.55,1.73,1,5.5
482.77,Bot1,969650,Pod789,OutputStation2,32.25,0,0,0,-42.25,0,482.77,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,32.25,0,,,,0,0,509.66,482.77,515.39,32.62,0.37,1,5.73
487.81,Bot8,16077967,Pod24,OutputStation0,73.12,0,0,0,-83.12,0,487.81,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,73.12,0,,,,0,0,558.67,487.81,564.07,76.26,3.14,1,5.4
514.94,Bot14,62861417,Pod3,OutputStation3,47.12,0,0,0,-57.12,0,514.94,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,47.12,0,,,,0,0,560,514.94,565.44,50.5,3.38,1,5.44
520.51,Bot3,18779153,Pod784,OutputStation7,58.33,0,0,0,-68.33,0,520.51,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,58.33,0,,,,0,0,574.26,520.51,581.44,60.93,2.6,1,7.17
543.7,Bot7,52727060,Pod624,OutputStation4,57.62,0,0,0,-67.62,0,543.7,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,57.62,0,,,,0,0,599.04,543.7,,,,,
572.74,Bot13,36124178,Pod283,OutputStation8,71.79,0,0,0,-81.79,0,572.74,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,71.79,0,,,,0,0,,572.74,,,,,
585.93,Bot12,2844174,Pod1166,OutputStation11,56.96,0,10,10,-56.96,0,585.93,QueueBudgetEtaImprovement,10,1,immediate_release,0,0,0,56.96,0,,,,0,0,,585.93,,,,,
594.01,Bot9,23444395,Pod1021,OutputStation11,52.42,0,70,70,7.58,7.58,601.59,QueueBudgetEtaImprovement,10,1,eta_improvement_release,0,0,0,52.42,68.99,52.42,1,0,0,0,,595.02,,,,,
