#ItemDescriptionID;Weight;OrderCount;MeasuredFrequency;StaticFrequency
0;6.35745961980776;14;0.0170523751522534;0.0201730530881952
1;3.75143770861972;262;0.319123020706456;0.330026456741602
2;7.08831069855406;356;0.433617539585871;0.420214194250991
3;7.93126267470944;24;0.0292326431181486;0.0354476084999328
4;4.28602704139707;4;0.0048721071863581;0.0136010304952261
5;3.64070890082079;821;1;1
6;3.32788843723381;50;0.0609013398294763;0.0914898267402309
7;4.92780831499389;28;0.0341047503045067;0.0354634171547037
8;2.51947930106869;59;0.071863580998782;0.0854243122572079
9;5.91323141935898;81;0.0986601705237515;0.0848148611173819
10;2.75316348986382;728;0.886723507917174;0.9505999770911
11;7.0009814095688;72;0.0876979293544458;0.099784346918939
12;3.1212295997521;98;0.119366626065773;0.190433562472812
13;4.94375124803919;255;0.310596833130329;0.407355849852106
14;4.16563412834221;588;0.716199756394641;0.775754304409084
15;2.34205038675203;63;0.0767356881851401;0.109197054754227
16;2.78419004603484;53;0.0645554202192448;0.0735292609888559
17;3.50448997388803;71;0.0864799025578563;0.0704648768896416
18;3.58210242706449;132;0.160779537149817;0.173500646377407
19;6.88191630452961;17;0.0207064555420219;0.0147896108485351
20;6.03493512237209;124;0.151035322777101;0.144876757059007
21;3.29783598114636;14;0.0170523751522534;0.0210388037322591
22;4.68139919856628;55;0.0669914738124239;0.0688365693124752
23;7.48177557880142;11;0.0133982947624848;0.0215845335661281
24;7.83732348952318;33;0.0401948842874543;0.0429879162290235
25;5.48773651266831;18;0.0219244823386114;0.0364995063482706
26;6.70445434036872;535;0.651644336175396;0.704411053230326
27;7.32550773458812;20;0.0243605359317905;0.0343083328306808
28;4.21383229839328;75;0.0913520097442144;0.100911384318446
29;3.14547400322998;69;0.0840438489646772;0.0829513835888008
30;4.68422774722996;85;0.10353227771011;0.124768199072731
31;5.88304086862274;196;0.238733252131547;0.297438501844532
32;6.03315475305224;66;0.0803897685749086;0.123167090824849
33;6.97781904273565;158;0.192448233861145;0.266302943833119
34;3.88766004698708;17;0.0207064555420219;0.0390677013053427
35;5.96805184612426;15;0.0182704019488429;0.0127874709593137
36;2.60724492119963;367;0.447015834348356;0.46867273692902
37;3.53374818877026;66;0.0803897685749086;0.0788660598195876
38;6.93926358452964;632;0.76979293544458;0.76606690077024
39;7.6723222973162;17;0.0207064555420219;0.0263723832373646
40;5.31066725184706;361;0.439707673568819;0.419377218095388
41;7.5919843593575;263;0.320341047503045;0.302320186590339
42;6.79555041473152;5;0.00609013398294762;0.0124990691545029
43;3.62546997499907;125;0.152253349573691;0.160176852317146
44;5.53334981274481;77;0.0937880633373934;0.107321468793916
45;6.73362388868519;300;0.365408038976857;0.424426371923159
46;5.98073519951698;302;0.367844092570037;0.35850253158421
47;2.91382908397998;10;0.0121802679658952;0.0221383484148629
48;2.2043715921251;44;0.0535931790499391;0.0622553231212578
49;6.65314192169027;68;0.0828258221680877;0.0928018659605302
50;3.07829021619553;92;0.112058465286236;0.126786206329388
51;3.37216353014678;586;0.713763702801462;0.782154079077
52;5.64473477548209;22;0.0267965895249695;0.0274116268192319
53;2.61324779717869;87;0.105968331303289;0.123635584497909
54;4.74113195144624;157;0.191230207064555;0.24671376925528
55;4.78465684446723;27;0.0328867235079172;0.0312091311439563
56;6.89303803392362;11;0.0133982947624848;0.0154548453904734
57;5.29693874218359;9;0.0109622411693057;0.0274911620693381
58;5.84365837361834;20;0.0243605359317905;0.0283782669559108
59;2.56634720161853;207;0.252131546894032;0.2530204934888
60;7.63989350741724;145;0.176613885505481;0.178631252747711
61;6.74253749230063;414;0.504263093788063;0.528100645055536
62;4.54995049096176;14;0.0170523751522534;0.0137139590286702
63;6.94099847084889;11;0.0133982947624848;0.0146224138425549
64;4.70633321753998;115;0.140073081607795;0.124118904632504
65;7.30285996352456;82;0.099878197320341;0.107264193589122
66;3.54306022894711;4;0.0048721071863581;0.0125493499706316
67;6.35621557773846;75;0.0913520097442144;0.0907454369507899
68;7.59390057418211;107;0.130328867235079;0.135530611913531
69;7.22531759702848;287;0.349573690621194;0.490446073913271
70;6.35011763980152;47;0.0572472594397077;0.0620325577645869
71;2.44994155711026;21;0.02557856272838;0.0197031811866007
72;7.43783826541055;19;0.023142509135201;0.0423635692432346
73;5.61106011067101;79;0.0962241169305725;0.0672757457978461
74;2.55998129423707;239;0.291108404384896;0.288777519827315
75;3.88990776887625;592;0.721071863580999;0.848364594741712
76;2.04847207388304;275;0.334957369062119;0.36555403247971
77;7.23713782394172;17;0.0207064555420219;0.0182804085528741
78;2.63253444742064;44;0.0535931790499391;0.0429527947429787
79;4.04176288472571;231;0.28136419001218;0.261477961149399
80;2.44017834702515;251;0.305724725943971;0.299768477094694
81;2.75511959137168;418;0.509135200974421;0.540586503179869
82;4.53722418031526;105;0.1278928136419;0.117632056025623
83;3.45481855583136;31;0.0377588306942753;0.0332832598325882
84;3.32715012846848;14;0.0170523751522534;0.0245068411691957
85;7.76961632527859;384;0.467722289890378;0.503027463594952
86;6.7767363361906;71;0.0864799025578563;0.0925378248178597
87;7.77975896456268;16;0.0194884287454324;0.0218272209309604
88;6.22356085396538;49;0.0596833130328867;0.0990231620210763
89;5.16277350166942;22;0.0267965895249695;0.023994721791706
90;4.11066056979385;146;0.177831912302071;0.165557845977455
91;3.67403953600397;148;0.18026796589525;0.175341943399262
92;3.89898776165163;550;0.669914738124239;0.67700818098528
93;3.37794790667386;426;0.518879415347138;0.580870476181844
94;6.40177820921027;41;0.0499390986601705;0.0679763696285497
95;4.30712074614462;86;0.104750304506699;0.124139790913861
96;7.65594840592516;18;0.0219244823386114;0.0410397363823333
97;6.85737129247625;26;0.0316686967113276;0.0257842149078179
98;7.69279360943138;413;0.503045066991474;0.50707563392757
99;5.89586232784012;14;0.0170523751522534;0.0173278813437646
