decision,time,botID,podNull,podID,inUsedPodsValues,inBotToPodKey,currentTaskType,destWaypointNull,isRa,podJustRegisteredCount
3,42.5777777777776,7,True,-1,False,False,RestTask,True,True,-1
4,46.3999999999998,1,False,31,True,False,ExtractTask,True,False,3
4,46.3999999999998,10,False,91,True,False,ExtractTask,True,False,2
4,46.3999999999998,11,True,-1,False,False,RestTask,True,True,-1
4,46.3999999999998,3,False,6,True,False,ExtractTask,True,False,3
4,46.3999999999998,5,True,-1,False,False,RestTask,True,True,-1
4,46.3999999999998,4,True,-1,False,False,RestTask,True,True,-1
4,46.3999999999998,12,False,27,True,False,ExtractTask,True,False,3
4,46.3999999999998,13,True,-1,False,False,RestTask,True,True,-1
4,46.3999999999998,14,True,-1,False,False,RestTask,True,True,-1
4,46.3999999999998,7,True,-1,False,False,RestTask,True,True,-1
5,52.6666666666665,1,False,31,True,False,ExtractTask,True,False,3
5,52.6666666666665,10,False,91,True,False,ExtractTask,True,False,2
5,52.6666666666665,11,True,-1,False,False,RestTask,True,True,-1
5,52.6666666666665,3,False,6,True,False,ExtractTask,True,False,3
5,52.6666666666665,5,True,-1,False,False,RestTask,True,True,-1
5,52.6666666666665,4,True,-1,False,False,RestTask,True,True,-1
5,52.6666666666665,12,False,27,True,False,ExtractTask,True,False,3
5,52.6666666666665,13,True,-1,False,False,RestTask,True,True,-1
5,52.6666666666665,14,True,-1,False,False,RestTask,True,True,-1
5,52.6666666666665,7,True,-1,False,False,RestTask,True,True,-1
6,82.7555555555583,1,False,31,True,False,ExtractTask,True,False,3
6,82.7555555555583,10,False,91,True,False,ExtractTask,True,False,2
6,82.7555555555583,11,True,-1,False,False,RestTask,True,True,-1
6,82.7555555555583,3,False,6,True,False,ParkPodTask,False,False,3
6,82.7555555555583,5,True,-1,False,False,RestTask,True,True,-1
6,82.7555555555583,4,True,-1,False,False,RestTask,True,True,-1
6,82.7555555555583,12,False,27,True,False,ExtractTask,False,False,3
6,82.7555555555583,13,True,-1,False,False,RestTask,True,True,-1
6,82.7555555555583,14,True,-1,False,False,RestTask,True,True,-1
6,82.7555555555583,7,True,-1,False,False,RestTask,True,True,-1
7,86.4888888888922,1,False,31,True,False,ExtractTask,True,False,3
7,86.4888888888922,10,False,91,True,False,ExtractTask,True,False,2
7,86.4888888888922,11,True,-1,False,False,RestTask,True,True,-1
7,86.4888888888922,3,False,6,True,False,ParkPodTask,False,False,3
7,86.4888888888922,5,True,-1,False,False,RestTask,True,True,-1
7,86.4888888888922,4,True,-1,False,False,RestTask,True,True,-1
7,86.4888888888922,12,False,27,True,False,ExtractTask,True,False,3
7,86.4888888888922,13,True,-1,False,False,RestTask,True,True,-1
7,86.4888888888922,14,True,-1,False,False,RestTask,True,True,-1
7,86.4888888888922,7,True,-1,False,False,RestTask,True,True,-1
8,96.5333333333382,1,False,31,True,False,ExtractTask,True,False,3
8,96.5333333333382,10,False,91,True,False,ExtractTask,True,False,2
8,96.5333333333382,11,True,-1,False,False,RestTask,True,True,-1
8,96.5333333333382,3,True,-1,False,False,RestTask,False,True,-1
8,96.5333333333382,5,True,-1,False,False,RestTask,True,True,-1
8,96.5333333333382,4,True,-1,False,False,RestTask,True,True,-1
8,96.5333333333382,12,False,27,True,False,ExtractTask,True,False,3
8,96.5333333333382,13,True,-1,False,False,RestTask,True,True,-1
8,96.5333333333382,14,True,-1,False,False,RestTask,True,True,-1
8,96.5333333333382,7,True,-1,False,False,RestTask,True,True,-1
9,102.800000000006,1,False,31,True,False,ExtractTask,True,False,3
9,102.800000000006,10,False,91,True,False,ExtractTask,True,False,2
9,102.800000000006,11,True,-1,False,False,RestTask,True,True,-1
9,102.800000000006,3,True,-1,False,False,RestTask,False,True,-1
9,102.800000000006,5,True,-1,False,False,RestTask,True,True,-1
9,102.800000000006,4,True,-1,False,False,RestTask,True,True,-1
9,102.800000000006,12,False,27,True,False,ExtractTask,True,False,3
9,102.800000000006,13,True,-1,False,False,RestTask,True,True,-1
9,102.800000000006,14,True,-1,False,False,RestTask,True,True,-1
9,102.800000000006,7,True,-1,False,False,RestTask,True,True,-1
10,106.577777777784,1,False,31,True,False,ExtractTask,True,False,3
10,106.577777777784,10,False,91,True,False,ExtractTask,True,False,2
10,106.577777777784,11,True,-1,False,False,RestTask,True,True,-1
10,106.577777777784,3,True,-1,False,False,RestTask,True,True,-1
10,106.577777777784,5,True,-1,False,False,RestTask,True,True,-1
10,106.577777777784,4,True,-1,False,False,RestTask,True,True,-1
10,106.577777777784,12,False,27,True,False,ExtractTask,True,False,3
10,106.577777777784,13,True,-1,False,False,RestTask,True,True,-1
10,106.577777777784,14,True,-1,False,False,RestTask,True,True,-1
10,106.577777777784,7,True,-1,False,False,RestTask,True,True,-1
11,116.62222222223,1,False,31,True,False,ExtractTask,True,False,3
11,116.62222222223,10,False,91,True,False,ExtractTask,True,False,2
11,116.62222222223,11,True,-1,False,False,RestTask,True,True,-1
11,116.62222222223,3,True,-1,False,False,RestTask,True,True,-1
11,116.62222222223,5,True,-1,False,False,RestTask,True,True,-1
11,116.62222222223,4,True,-1,False,False,RestTask,True,True,-1
11,116.62222222223,12,False,27,True,False,ExtractTask,True,False,3
11,116.62222222223,13,True,-1,False,False,RestTask,True,True,-1
11,116.62222222223,14,True,-1,False,False,RestTask,True,True,-1
11,116.62222222223,7,True,-1,False,False,RestTask,True,True,-1
12,122.844444444453,1,False,31,True,False,ExtractTask,True,False,3
12,122.844444444453,10,False,91,True,False,ExtractTask,True,False,2
12,122.844444444453,11,True,-1,False,False,RestTask,True,True,-1
12,122.844444444453,3,True,-1,False,False,RestTask,True,True,-1
12,122.844444444453,5,True,-1,False,False,RestTask,True,True,-1
12,122.844444444453,4,True,-1,False,False,RestTask,True,True,-1
12,122.844444444453,12,False,27,True,False,ExtractTask,True,False,3
12,122.844444444453,13,True,-1,False,False,RestTask,True,True,-1
12,122.844444444453,14,True,-1,False,False,RestTask,True,True,-1
12,122.844444444453,7,True,-1,False,False,RestTask,True,True,-1
13,126.666666666676,1,False,31,True,False,ExtractTask,True,False,3
13,126.666666666676,10,False,91,True,False,ExtractTask,True,False,2
13,126.666666666676,11,True,-1,True,False,ExtractTask,False,False,-1
13,126.666666666676,3,True,-1,False,False,RestTask,True,True,-1
13,126.666666666676,5,True,-1,False,False,RestTask,True,True,-1
13,126.666666666676,4,True,-1,False,False,RestTask,True,True,-1
13,126.666666666676,12,False,27,True,False,ExtractTask,True,False,3
13,126.666666666676,13,True,-1,False,False,RestTask,True,True,-1
13,126.666666666676,14,True,-1,False,False,RestTask,True,True,-1
13,126.666666666676,7,True,-1,False,False,RestTask,True,True,-1
14,132.888888888899,1,False,31,True,False,ExtractTask,True,False,3
14,132.888888888899,10,False,91,True,False,ExtractTask,True,False,2
14,132.888888888899,11,False,46,True,False,ExtractTask,False,False,2
14,132.888888888899,3,True,-1,False,False,RestTask,True,True,-1
14,132.888888888899,5,True,-1,False,False,RestTask,True,True,-1
14,132.888888888899,4,True,-1,False,False,RestTask,True,True,-1
14,132.888888888899,12,False,27,True,False,ExtractTask,True,False,2
14,132.888888888899,13,True,-1,False,False,RestTask,True,True,-1
14,132.888888888899,14,True,-1,False,False,RestTask,True,True,-1
14,132.888888888899,7,True,-1,False,False,RestTask,True,True,-1
15,136.711111111122,1,False,31,True,False,ExtractTask,True,False,3
15,136.711111111122,10,False,91,True,False,ExtractTask,True,False,2
15,136.711111111122,11,False,46,True,False,ExtractTask,False,False,2
15,136.711111111122,3,True,-1,False,False,RestTask,True,True,-1
15,136.711111111122,5,True,-1,False,False,RestTask,True,True,-1
15,136.711111111122,4,True,-1,False,False,RestTask,True,True,-1
15,136.711111111122,12,False,27,True,False,ExtractTask,True,False,2
15,136.711111111122,13,True,-1,False,False,RestTask,True,True,-1
15,136.711111111122,14,True,-1,False,False,RestTask,True,True,-1
15,136.711111111122,7,True,-1,False,False,RestTask,True,True,-1
16,136.755555555567,1,False,31,True,False,ExtractTask,True,False,3
16,136.755555555567,10,False,91,True,False,ExtractTask,True,False,2
16,136.755555555567,11,False,46,True,False,ExtractTask,False,False,2
16,136.755555555567,3,True,-1,False,False,RestTask,True,True,-1
16,136.755555555567,5,True,-1,False,False,RestTask,True,True,-1
16,136.755555555567,4,True,-1,False,False,RestTask,True,True,-1
16,136.755555555567,12,False,27,True,False,ExtractTask,True,False,2
16,136.755555555567,13,True,-1,False,False,RestTask,True,True,-1
16,136.755555555567,14,True,-1,False,False,RestTask,True,True,-1
16,136.755555555567,7,True,-1,False,False,RestTask,True,True,-1
17,138.000000000011,1,False,31,True,False,ExtractTask,True,False,3
17,138.000000000011,10,False,91,True,False,ExtractTask,True,False,2
17,138.000000000011,11,False,46,True,False,ExtractTask,False,False,2
17,138.000000000011,3,True,-1,False,False,RestTask,True,True,-1
17,138.000000000011,5,True,-1,False,False,RestTask,True,True,-1
17,138.000000000011,4,True,-1,False,False,RestTask,True,True,-1
17,138.000000000011,12,False,27,True,False,ExtractTask,True,False,2
17,138.000000000011,13,True,-1,False,False,RestTask,True,True,-1
17,138.000000000011,14,True,-1,False,False,RestTask,True,True,-1
17,138.000000000011,7,True,-1,False,False,RestTask,True,True,-1
18,142.933333333345,1,False,31,True,False,ExtractTask,True,False,3
18,142.933333333345,10,False,91,True,False,ExtractTask,True,False,2
18,142.933333333345,11,False,46,True,False,ExtractTask,False,False,2
18,142.933333333345,3,True,-1,False,False,RestTask,True,True,-1
18,142.933333333345,5,True,-1,False,False,RestTask,True,True,-1
18,142.933333333345,4,True,-1,False,False,RestTask,True,True,-1
18,142.933333333345,12,False,27,True,False,ExtractTask,True,False,2
18,142.933333333345,13,True,-1,False,False,RestTask,True,True,-1
18,142.933333333345,14,True,-1,False,False,RestTask,True,True,-1
18,142.933333333345,7,True,-1,False,False,RestTask,True,True,-1
19,156.75555555557,1,False,31,True,False,ExtractTask,True,False,3
19,156.75555555557,10,False,91,True,False,ParkPodTask,False,False,0
19,156.75555555557,11,False,46,True,False,ExtractTask,True,False,2
19,156.75555555557,3,True,-1,False,False,RestTask,True,True,-1
19,156.75555555557,5,True,-1,False,False,RestTask,True,True,-1
19,156.75555555557,4,True,-1,False,False,RestTask,True,True,-1
19,156.75555555557,12,False,27,True,False,ExtractTask,True,False,2
19,156.75555555557,13,True,-1,False,False,RestTask,True,True,-1
19,156.75555555557,14,True,-1,False,False,RestTask,True,True,-1
19,156.75555555557,7,True,-1,False,False,RestTask,True,True,-1
20,172.977777777795,1,False,31,True,False,ExtractTask,True,False,3
20,172.977777777795,10,True,-1,False,False,RestTask,False,True,-1
20,172.977777777795,11,False,46,True,False,ExtractTask,True,False,2
20,172.977777777795,3,True,-1,False,False,RestTask,True,True,-1
20,172.977777777795,5,True,-1,False,False,RestTask,True,True,-1
20,172.977777777795,4,True,-1,False,False,RestTask,True,True,-1
20,172.977777777795,12,False,27,True,False,ExtractTask,True,False,2
20,172.977777777795,13,True,-1,False,False,RestTask,True,True,-1
20,172.977777777795,14,True,-1,False,False,RestTask,True,True,-1
20,172.977777777795,7,True,-1,False,False,RestTask,True,True,-1
21,176.800000000017,1,False,31,True,False,ExtractTask,True,False,3
21,176.800000000017,10,True,-1,False,False,RestTask,False,True,-1
21,176.800000000017,11,False,46,True,False,ExtractTask,True,False,2
21,176.800000000017,3,True,-1,False,False,RestTask,True,True,-1
21,176.800000000017,5,True,-1,False,False,RestTask,True,True,-1
21,176.800000000017,4,True,-1,False,False,RestTask,True,True,-1
21,176.800000000017,12,False,27,True,False,ExtractTask,True,False,2
21,176.800000000017,13,True,-1,False,False,RestTask,True,True,-1
21,176.800000000017,14,True,-1,False,False,RestTask,True,True,-1
21,176.800000000017,7,True,-1,False,False,RestTask,True,True,-1
22,183.022222222241,1,False,31,True,False,ExtractTask,True,False,3
22,183.022222222241,10,True,-1,False,False,RestTask,True,True,-1
22,183.022222222241,11,False,46,True,False,ExtractTask,True,False,2
22,183.022222222241,3,True,-1,False,False,RestTask,True,True,-1
22,183.022222222241,5,True,-1,False,False,RestTask,True,True,-1
22,183.022222222241,4,True,-1,False,False,RestTask,True,True,-1
22,183.022222222241,12,False,27,True,False,ExtractTask,True,False,2
22,183.022222222241,13,True,-1,False,False,RestTask,True,True,-1
22,183.022222222241,14,True,-1,False,False,RestTask,True,True,-1
22,183.022222222241,7,True,-1,False,False,RestTask,True,True,-1
23,193.066666666687,1,False,31,True,False,ExtractTask,True,False,3
23,193.066666666687,10,True,-1,False,False,RestTask,True,True,-1
23,193.066666666687,11,False,46,True,False,ExtractTask,True,False,2
23,193.066666666687,3,True,-1,False,False,RestTask,True,True,-1
23,193.066666666687,5,True,-1,False,False,RestTask,True,True,-1
23,193.066666666687,4,True,-1,False,False,RestTask,True,True,-1
23,193.066666666687,12,False,27,True,False,ExtractTask,True,False,2
23,193.066666666687,13,True,-1,False,False,RestTask,True,True,-1
23,193.066666666687,14,True,-1,False,False,RestTask,True,True,-1
23,193.066666666687,7,True,-1,False,False,RestTask,True,True,-1
24,196.844444444465,1,False,31,True,False,ExtractTask,True,False,3
24,196.844444444465,10,True,-1,False,False,RestTask,True,True,-1
24,196.844444444465,11,False,46,True,False,ExtractTask,True,False,2
24,196.844444444465,3,True,-1,False,False,RestTask,True,True,-1
24,196.844444444465,5,True,-1,False,False,RestTask,True,True,-1
24,196.844444444465,4,True,-1,False,False,RestTask,True,True,-1
24,196.844444444465,12,False,27,True,False,ExtractTask,True,False,2
24,196.844444444465,13,True,-1,False,False,RestTask,True,True,-1
24,196.844444444465,14,True,-1,False,False,RestTask,True,True,-1
24,196.844444444465,7,True,-1,False,False,RestTask,True,True,-1
25,216.888888888913,1,False,31,True,False,ExtractTask,True,False,3
25,216.888888888913,10,True,-1,False,False,RestTask,True,True,-1
25,216.888888888913,11,False,46,True,False,ExtractTask,True,False,2
25,216.888888888913,3,True,-1,False,False,RestTask,True,True,-1
25,216.888888888913,5,True,-1,False,False,RestTask,True,True,-1
25,216.888888888913,4,True,-1,False,False,RestTask,True,True,-1
25,216.888888888913,12,False,27,True,False,ExtractTask,True,False,2
25,216.888888888913,13,True,-1,False,False,RestTask,True,True,-1
25,216.888888888913,14,True,-1,False,False,RestTask,True,True,-1
25,216.888888888913,7,True,-1,False,False,RestTask,True,True,-1
26,223.111111111136,1,False,31,True,False,ExtractTask,True,False,3
26,223.111111111136,10,True,-1,True,False,ExtractTask,False,False,-1
26,223.111111111136,11,False,46,True,False,ExtractTask,True,False,2
26,223.111111111136,3,True,-1,False,False,RestTask,True,True,-1
26,223.111111111136,5,True,-1,False,False,RestTask,True,True,-1
26,223.111111111136,4,True,-1,False,False,RestTask,True,True,-1
26,223.111111111136,12,False,27,True,False,ExtractTask,True,False,2
26,223.111111111136,13,True,-1,False,False,RestTask,True,True,-1
26,223.111111111136,14,True,-1,False,False,RestTask,True,True,-1
26,223.111111111136,7,True,-1,False,False,RestTask,True,True,-1
27,236.93333333336,1,False,31,True,False,ExtractTask,True,False,2
27,236.93333333336,10,False,58,True,False,ExtractTask,False,False,3
27,236.93333333336,11,False,46,True,False,ExtractTask,True,False,2
27,236.93333333336,3,True,-1,False,False,RestTask,True,True,-1
27,236.93333333336,5,True,-1,False,False,RestTask,True,True,-1
27,236.93333333336,4,True,-1,False,False,RestTask,True,True,-1
27,236.93333333336,12,False,27,True,False,ExtractTask,True,False,2
27,236.93333333336,13,True,-1,False,False,RestTask,True,True,-1
27,236.93333333336,14,True,-1,False,False,RestTask,True,True,-1
27,236.93333333336,7,True,-1,False,False,RestTask,True,True,-1
28,243.155555555583,1,False,31,True,False,ExtractTask,True,False,2
28,243.155555555583,10,False,58,True,False,ExtractTask,False,False,3
28,243.155555555583,11,False,46,True,False,ExtractTask,True,False,2
28,243.155555555583,3,True,-1,False,False,RestTask,True,True,-1
28,243.155555555583,5,True,-1,False,False,RestTask,True,True,-1
28,243.155555555583,4,True,-1,False,False,RestTask,True,True,-1
28,243.155555555583,12,False,27,True,False,ExtractTask,True,False,2
28,243.155555555583,13,True,-1,False,False,RestTask,True,True,-1
28,243.155555555583,14,True,-1,False,False,RestTask,True,True,-1
28,243.155555555583,7,True,-1,False,False,RestTask,True,True,-1
29,243.200000000028,1,False,31,True,False,ExtractTask,True,False,2
29,243.200000000028,10,False,58,True,False,ExtractTask,False,False,3
29,243.200000000028,11,False,46,True,False,ExtractTask,True,False,2
29,243.200000000028,3,True,-1,False,False,RestTask,True,True,-1
29,243.200000000028,5,True,-1,False,False,RestTask,True,True,-1
29,243.200000000028,4,True,-1,False,False,RestTask,True,True,-1
29,243.200000000028,12,False,27,True,False,ExtractTask,True,False,2
29,243.200000000028,13,True,-1,False,False,RestTask,True,True,-1
29,243.200000000028,14,True,-1,False,False,RestTask,True,True,-1
29,243.200000000028,7,True,-1,False,False,RestTask,True,True,-1
30,256.977777777807,1,False,31,True,False,ExtractTask,True,False,2
30,256.977777777807,10,False,58,True,False,ExtractTask,True,False,3
30,256.977777777807,11,False,46,True,False,ExtractTask,True,False,2
30,256.977777777807,3,True,-1,False,False,RestTask,True,True,-1
30,256.977777777807,5,True,-1,False,False,RestTask,True,True,-1
30,256.977777777807,4,True,-1,False,False,RestTask,True,True,-1
30,256.977777777807,12,False,27,True,False,ExtractTask,True,False,2
30,256.977777777807,13,True,-1,False,False,RestTask,True,True,-1
30,256.977777777807,14,True,-1,False,False,RestTask,True,True,-1
30,256.977777777807,7,True,-1,False,False,RestTask,True,True,-1
31,263.244444444471,1,False,31,True,False,ExtractTask,True,False,2
31,263.244444444471,10,False,58,True,False,ExtractTask,True,False,3
31,263.244444444471,11,False,46,True,False,ExtractTask,True,False,2
31,263.244444444471,3,True,-1,False,False,RestTask,True,True,-1
31,263.244444444471,5,True,-1,False,False,RestTask,True,True,-1
31,263.244444444471,4,True,-1,False,False,RestTask,True,True,-1
31,263.244444444471,12,False,27,True,False,ExtractTask,True,False,2
31,263.244444444471,13,True,-1,False,False,RestTask,True,True,-1
31,263.244444444471,14,True,-1,False,False,RestTask,True,True,-1
31,263.244444444471,7,True,-1,False,False,RestTask,True,True,-1
32,277.111111111131,1,False,31,True,False,ExtractTask,True,False,2
32,277.111111111131,10,False,58,True,False,ExtractTask,True,False,3
32,277.111111111131,11,False,46,True,False,ExtractTask,True,False,2
32,277.111111111131,3,True,-1,False,False,RestTask,True,True,-1
32,277.111111111131,5,True,-1,False,False,RestTask,True,True,-1
32,277.111111111131,4,True,-1,False,False,RestTask,True,True,-1
32,277.111111111131,12,False,27,True,False,ExtractTask,True,False,2
32,277.111111111131,13,True,-1,False,False,RestTask,True,True,-1
32,277.111111111131,14,True,-1,False,False,RestTask,True,True,-1
32,277.111111111131,7,True,-1,False,False,RestTask,True,True,-1
33,283.377777777794,1,False,31,True,False,ExtractTask,True,False,2
33,283.377777777794,10,False,58,True,False,ExtractTask,True,False,3
33,283.377777777794,11,False,46,True,False,ExtractTask,True,False,2
33,283.377777777794,3,True,-1,False,False,RestTask,True,True,-1
33,283.377777777794,5,True,-1,False,False,RestTask,True,True,-1
33,283.377777777794,4,True,-1,False,False,RestTask,True,True,-1
33,283.377777777794,12,False,27,True,False,ExtractTask,True,False,2
33,283.377777777794,13,True,-1,False,False,RestTask,True,True,-1
33,283.377777777794,14,True,-1,False,False,RestTask,True,True,-1
33,283.377777777794,7,True,-1,False,False,RestTask,True,True,-1
34,293.466666666678,1,False,31,True,False,ExtractTask,True,False,2
34,293.466666666678,10,False,58,True,False,ExtractTask,True,False,3
34,293.466666666678,11,False,46,True,False,ExtractTask,True,False,2
34,293.466666666678,3,True,-1,False,False,RestTask,True,True,-1
34,293.466666666678,5,True,-1,False,False,RestTask,True,True,-1
34,293.466666666678,4,True,-1,False,False,RestTask,True,True,-1
34,293.466666666678,12,False,27,True,False,ExtractTask,True,False,1
34,293.466666666678,13,True,-1,False,False,RestTask,True,True,-1
34,293.466666666678,14,True,-1,False,False,RestTask,True,True,-1
34,293.466666666678,7,True,-1,False,False,RestTask,True,True,-1
35,297.244444444454,1,False,31,True,False,ParkPodTask,False,False,2
35,297.244444444454,10,False,58,True,False,ExtractTask,True,False,3
35,297.244444444454,11,False,46,True,False,ExtractTask,True,False,2
35,297.244444444454,3,True,-1,False,False,RestTask,True,True,-1
35,297.244444444454,5,True,-1,False,False,RestTask,True,True,-1
35,297.244444444454,4,True,-1,False,False,RestTask,True,True,-1
35,297.244444444454,12,False,27,True,False,ExtractTask,True,False,1
35,297.244444444454,13,True,-1,False,False,RestTask,True,True,-1
35,297.244444444454,14,True,-1,False,False,RestTask,True,True,-1
35,297.244444444454,7,True,-1,False,False,RestTask,True,True,-1
36,303.555555555562,1,False,31,True,False,ParkPodTask,False,False,2
36,303.555555555562,10,False,58,True,False,ExtractTask,False,False,3
36,303.555555555562,11,False,46,True,False,ExtractTask,True,False,2
36,303.555555555562,3,True,-1,False,False,RestTask,True,True,-1
36,303.555555555562,5,True,-1,False,False,RestTask,True,True,-1
36,303.555555555562,4,True,-1,False,False,RestTask,True,True,-1
36,303.555555555562,12,False,27,True,False,ParkPodTask,False,False,0
36,303.555555555562,13,True,-1,False,False,RestTask,True,True,-1
36,303.555555555562,14,True,-1,False,False,RestTask,True,True,-1
36,303.555555555562,7,True,-1,False,False,RestTask,True,True,-1
37,307.333333333338,1,True,-1,False,False,RestTask,False,True,-1
37,307.333333333338,10,False,58,True,False,ExtractTask,True,False,3
37,307.333333333338,11,False,46,True,False,ExtractTask,True,False,2
37,307.333333333338,3,True,-1,False,False,RestTask,True,True,-1
37,307.333333333338,5,True,-1,False,False,RestTask,True,True,-1
37,307.333333333338,4,True,-1,False,False,RestTask,True,True,-1
37,307.333333333338,12,False,27,True,False,ParkPodTask,False,False,0
37,307.333333333338,13,True,-1,False,False,RestTask,True,True,-1
37,307.333333333338,14,True,-1,False,False,RestTask,True,True,-1
37,307.333333333338,7,True,-1,False,False,RestTask,True,True,-1
38,313.644444444446,1,True,-1,False,False,RestTask,False,True,-1
38,313.644444444446,10,False,58,True,False,ExtractTask,True,False,3
38,313.644444444446,11,False,46,True,False,ExtractTask,True,False,2
38,313.644444444446,3,True,-1,False,False,RestTask,True,True,-1
38,313.644444444446,5,True,-1,False,False,RestTask,True,True,-1
38,313.644444444446,4,True,-1,False,False,RestTask,True,True,-1
38,313.644444444446,12,True,-1,False,False,RestTask,False,True,-1
38,313.644444444446,13,True,-1,False,False,RestTask,True,True,-1
38,313.644444444446,14,True,-1,False,False,RestTask,True,True,-1
38,313.644444444446,7,True,-1,False,False,RestTask,True,True,-1
39,317.422222222222,1,True,-1,False,False,RestTask,True,True,-1
39,317.422222222222,10,False,58,True,False,ExtractTask,True,False,3
39,317.422222222222,11,False,46,True,False,ExtractTask,True,False,2
39,317.422222222222,3,True,-1,True,False,ExtractTask,False,False,-1
39,317.422222222222,5,True,-1,False,False,RestTask,True,True,-1
39,317.422222222222,4,True,-1,False,False,RestTask,True,True,-1
39,317.422222222222,12,True,-1,False,False,RestTask,False,True,-1
39,317.422222222222,13,True,-1,False,False,RestTask,True,True,-1
39,317.422222222222,14,True,-1,False,False,RestTask,True,True,-1
39,317.422222222222,7,True,-1,False,False,RestTask,True,True,-1
40,323.73333333333,1,True,-1,False,False,RestTask,True,True,-1
40,323.73333333333,10,False,58,True,False,ExtractTask,True,False,3
40,323.73333333333,11,False,46,True,False,ExtractTask,True,False,2
40,323.73333333333,3,False,94,True,False,ExtractTask,False,False,1
40,323.73333333333,5,True,-1,False,False,RestTask,True,True,-1
40,323.73333333333,4,True,-1,False,False,RestTask,True,True,-1
40,323.73333333333,12,True,-1,False,False,RestTask,True,True,-1
40,323.73333333333,13,True,-1,True,False,ExtractTask,False,False,-1
40,323.73333333333,14,True,-1,True,False,ExtractTask,False,False,-1
40,323.73333333333,7,True,-1,False,False,RestTask,True,True,-1
41,343.866666666654,1,True,-1,False,False,RestTask,True,True,-1
41,343.866666666654,10,False,58,True,False,ExtractTask,True,False,3
41,343.866666666654,11,False,46,True,False,ExtractTask,True,False,2
41,343.866666666654,3,False,94,True,False,ExtractTask,True,False,1
41,343.866666666654,5,True,-1,False,False,RestTask,True,True,-1
41,343.866666666654,4,True,-1,False,False,RestTask,True,True,-1
41,343.866666666654,12,False,86,True,False,ExtractTask,False,False,3
41,343.866666666654,13,False,51,True,False,ExtractTask,False,False,3
41,343.866666666654,14,False,47,True,False,ExtractTask,False,False,3
41,343.866666666654,7,False,98,True,False,ExtractTask,False,False,2
42,347.599999999986,1,True,-1,False,False,RestTask,True,True,-1
42,347.599999999986,10,False,58,True,False,ExtractTask,True,False,3
42,347.599999999986,11,False,46,True,False,ExtractTask,True,False,2
42,347.599999999986,3,False,94,True,False,ExtractTask,True,False,1
42,347.599999999986,5,True,-1,False,False,RestTask,True,True,-1
42,347.599999999986,4,True,-1,False,False,RestTask,True,True,-1
42,347.599999999986,12,False,86,True,False,ExtractTask,False,False,3
42,347.599999999986,13,False,51,True,False,ExtractTask,False,False,3
42,347.599999999986,14,False,47,True,False,ExtractTask,False,False,3
42,347.599999999986,7,False,98,True,False,ExtractTask,False,False,2
43,353.955555555538,1,True,-1,False,False,RestTask,True,True,-1
43,353.955555555538,10,False,58,True,False,ExtractTask,True,False,3
