#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
600;7;7;2;2;0/550.13,1/450.27;0/30.53,1/41.47;0/600,1/600;0/600,1/600;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/16;0/3,1/2;0/5,1/5;0/2,1/5;0/4,1/3;0/5,1/15;0/57,1/56
659.96;8;10;2;2;0/610.09,1/490.31;0/30.71,1/41.47;0/659.96,1/659.96;0/659.96,1/659.96;0/0,1/0;0/0,1/0;0/0,1/0;0/13,1/10;0/3,1/2;0/5,1/5;0/2,1/6;0/5,1/5;0/5,1/17;0/63,1/62
719.96;8;11;2;2;0/670.09,1/550.31;0/30.8,1/41.64;0/719.96,1/719.96;0/719.96,1/719.96;0/0,1/0;0/0,1/0;0/0,1/3;0/10,1/13;0/3,1/2;0/5,1/5;0/2,1/6;0/5,1/6;0/5,1/17;0/69,1/68
779.96;10;12;2;2;0/730.09,1/577.07;0/30.89,1/41.73;0/779.96,1/779.96;0/779.96,1/779.96;0/0,1/1;0/0,1/0;0/0,1/1;0/6,1/14;0/3,1/2;0/5,1/5;0/2,1/8;0/6,1/6;0/5,1/21;0/75,1/74
839.96;11;13;2;2;0/790.09,1/620.53;0/31.11,1/41.87;0/839.96,1/839.96;0/839.96,1/839.96;0/0,1/0;0/0,1/0;0/0,1/2;0/11,1/15;0/3,1/2;0/5,1/5;0/2,1/9;0/7,1/6;0/5,1/22;0/81,1/80
899.96;13;14;2;2;0/835.02,1/660.62;0/31.2,1/41.91;0/899.96,1/899.96;0/899.96,1/899.96;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/12;0/3,1/2;0/5,1/5;0/3,1/10;0/7,1/7;0/7,1/24;0/87,1/86
959.96;13;15;2;2;0/890.18,1/720.62;0/31.33,1/42.04;0/959.96,1/959.96;0/959.96,1/959.96;0/0,1/0;0/0,1/0;0/1,1/0;0/11,1/13;0/3,1/2;0/5,1/5;0/3,1/10;0/8,1/7;0/7,1/24;0/93,1/92
1019.96;14;17;2;2;0/944.04,1/780.62;0/31.38,1/42.13;0/1019.96,1/1019.96;0/1019.96,1/1019.96;0/0,1/0;0/0,1/0;0/0,1/1;0/7,1/11;0/3,1/2;0/5,1/5;0/4,1/10;0/9,1/8;0/8,1/24;0/99,1/98
1079.96;15;18;2;2;0/1000.22,1/830.67;0/31.47,1/42.27;0/1079.96,1/1079.96;0/1079.96,1/1079.96;0/0,1/0;0/0,1/0;0/1,1/1;0/7,1/10;0/3,1/2;0/5,1/5;0/4,1/11;0/9,1/9;0/8,1/25;0/105,1/104
1139.96;18;19;2;2;0/1040.31,1/880.71;0/31.64,1/42.36;0/1139.96,1/1139.96;0/1139.96,1/1139.96;0/0,1/0;0/0,1/0;0/0,1/1;0/9,1/6;0/3,1/2;0/5,1/5;0/6,1/12;0/10,1/9;0/10,1/26;0/111,1/110
1199.96;19;20;2;2;0/1100.31,1/930.76;0/31.78,1/42.58;0/1199.96,1/1199.96;0/1199.96,1/1199.96;0/0,1/0;0/0,1/0;0/1,1/0;0/10,1/8;0/3,1/2;0/5,1/5;0/6,1/13;0/10,1/10;0/10,1/27;0/117,1/116
1259.96;21;21;2;2;0/1150.36,1/973.96;0/31.87,1/42.71;0/1259.96,1/1259.96;0/1259.96,1/1259.96;0/0,1/1;0/0,1/0;0/0,1/1;0/10,1/7;0/3,1/2;0/5,1/5;0/7,1/14;0/11,1/10;0/11,1/29;0/123,1/122
1319.96;21;23;2;2;0/1210.36,1/1030.84;0/31.96,1/42.93;0/1319.96,1/1319.96;0/1319.96,1/1319.96;0/0,1/0;0/0,1/0;0/0,1/1;0/9,1/10;0/3,1/2;0/5,1/5;0/7,1/14;0/12,1/11;0/11,1/29;0/129,1/128
1379.96;23;25;2;2;0/1270.36,1/1062.49;0/32.09,1/42.98;0/1379.96,1/1379.96;0/1379.96,1/1379.96;0/0,1/1;0/0,1/0;0/0,1/1;0/9,1/9;0/3,1/2;0/5,1/5;0/7,1/16;0/13,1/12;0/11,1/32;0/135,1/134
1439.96;24;26;2;2;0/1330.36,1/1116.62;0/32.31,1/43.16;0/1439.96,1/1439.96;0/1439.96,1/1439.96;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/7;0/3,1/2;0/5,1/5;0/7,1/17;0/13,1/13;0/11,1/33;0/141,1/140
1499.96;24;28;2;2;0/1390.36,1/1171.02;0/32.44,1/43.33;0/1499.96,1/1499.96;0/1499.96,1/1499.96;0/0,1/1;0/0,1/0;0/2,1/1;0/10,1/11;0/3,1/2;0/5,1/5;0/7,1/17;0/14,1/14;0/11,1/33;0/147,1/146
1559.96;25;29;2;2;0/1430.44,1/1231.02;0/32.53,1/43.42;0/1559.96,1/1559.96;0/1559.96,1/1559.96;0/0,1/2;0/0,1/0;0/0,1/2;0/10,1/8;0/3,1/2;0/5,1/5;0/8,1/17;0/15,1/14;0/13,1/33;0/153,1/152
1619.96;25;30;2;2;0/1490.44,1/1291.02;0/32.67,1/43.6;0/1619.96,1/1619.96;0/1619.96,1/1619.96;0/1,1/1;0/0,1/0;0/3,1/2;0/11,1/10;0/3,1/2;0/5,1/5;0/8,1/17;0/15,1/15;0/13,1/33;0/159,1/158
1679.96;28;31;2;2;0/1520.58,1/1341.07;0/32.8,1/43.69;0/1679.96,1/1679.96;0/1679.96,1/1679.96;0/0,1/1;0/0,1/0;0/1,1/1;0/10,1/6;0/3,1/2;0/5,1/5;0/10,1/18;0/16,1/15;0/16,1/34;0/165,1/164
1739.96;29;32;2;2;0/1570.62,1/1401.07;0/32.93,1/43.82;0/1739.96,1/1739.96;0/1739.96,1/1739.96;0/0,1/1;0/0,1/0;0/0,1/3;0/11,1/11;0/3,1/2;0/5,1/5;0/11,1/18;0/16,1/16;0/17,1/34;0/171,1/170
1799.96;30;33;2;2;0/1630.62,1/1441.47;0/33.02,1/43.96;0/1799.96,1/1799.96;0/1799.96,1/1799.96;0/1,1/1;0/0,1/0;0/1,1/1;0/7,1/22;0/3,1/2;0/5,1/5;0/11,1/19;0/17,1/16;0/17,1/36;0/177,1/176
1859.96;31;35;2;2;0/1690.62,1/1498.93;0/33.2,1/44;0/1859.96,1/1859.96;0/1859.96,1/1859.96;0/0,1/0;0/0,1/0;0/1,1/0;0/13,1/18;0/3,1/2;0/5,1/5;0/11,1/20;0/18,1/17;0/17,1/37;0/183,1/182
1919.96;32;37;2;2;0/1740.67,1/1551.2;0/33.29,1/44.04;0/1919.96,1/1919.96;0/1919.96,1/1919.96;0/0,1/0;0/0,1/0;0/0,1/4;0/10,1/14;0/3,1/2;0/5,1/5;0/12,1/20;0/19,1/18;0/18,1/37;0/189,1/188
1979.96;34;38;2;2;0/1800.67,1/1588.71;0/33.38,1/44.09;0/1979.96,1/1979.96;0/1979.96,1/1979.96;0/0,1/0;0/0,1/0;0/1,1/1;0/9,1/10;0/3,1/2;0/5,1/5;0/12,1/22;0/20,1/18;0/18,1/40;0/195,1/194
2039.96;36;39;2;2;0/1850.71,1/1630.18;0/33.51,1/44.22;0/2039.96,1/2039.96;0/2039.96,1/2039.96;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/8;0/3,1/2;0/5,1/5;0/13,1/23;0/20,1/19;0/19,1/42;0/201,1/200
2099.96;36;41;2;2;0/1910.71,1/1681.42;0/33.91,1/44.58;0/2099.96,1/2099.96;0/2099.96,1/2099.96;0/2,1/0;0/0,1/0;0/2,1/2;0/7,1/5;0/3,1/2;0/5,1/5;0/13,1/23;0/20,1/21;0/19,1/42;0/207,1/206
2159.96;38;43;2;2;0/1970.71,1/1721.42;0/34.4,1/45.02;0/2159.96,1/2159.96;0/2159.96,1/2159.96;0/0,1/0;0/0,1/0;0/2,1/1;0/12,1/9;0/3,1/2;0/5,1/5;0/13,1/25;0/22,1/21;0/19,1/44;0/213,1/212
2219.96;41;44;2;2;0/2010.36,1/1771.42;0/34.8,1/45.38;0/2219.96,1/2219.96;0/2219.96,1/2219.96;0/1,1/0;0/0,1/0;0/2,1/1;0/13,1/7;0/3,1/2;0/5,1/5;0/15,1/26;0/22,1/22;0/22,1/45;0/219,1/218
2279.96;42;46;2;2;0/2050.71,1/1821.42;0/35.2,1/45.82;0/2279.96,1/2279.96;0/2279.96,1/2279.96;0/0,1/1;0/0,1/0;0/1,1/1;0/14,1/11;0/3,1/2;0/5,1/5;0/15,1/27;0/23,1/23;0/23,1/46;0/225,1/224
2340;44;47;2;2;0/2100.76,1/1871.47;0/35.56,1/46.18;0/2340,1/2340;0/2340,1/2340;0/0,1/0;0/0,1/0;0/2,1/0;0/14,1/7;0/3,1/2;0/5,1/5;0/16,1/28;0/24,1/23;0/24,1/47;0/231,1/230
2400;45;49;2;2;0/2140.76,1/1931.47;0/35.91,1/46.62;0/2400,1/2400;0/2400,1/2400;0/0,1/0;0/0,1/0;0/1,1/1;0/13,1/11;0/3,1/2;0/5,1/5;0/17,1/28;0/25,1/24;0/26,1/47;0/237,1/236
2460;47;49;2;2;0/2190.76,1/1981.47;0/36.27,1/46.98;0/2460,1/2460;0/2460,1/2460;0/0,1/2;0/0,1/0;0/0,1/3;0/10,1/12;0/3,1/2;0/5,1/5;0/18,1/29;0/25,1/24;0/27,1/48;0/243,1/242
2520;49;50;2;2;0/2250.76,1/2025.6;0/36.62,1/47.33;0/2520,1/2520;0/2520,1/2520;0/1,1/1;0/0,1/0;0/1,1/5;0/9,1/9;0/3,1/2;0/5,1/5;0/18,1/31;0/25,1/25;0/27,1/50;0/249,1/248
2580;51;51;2;2;0/2304.62,1/2041.47;0/37.07,1/47.82;0/2580,1/2580;0/2580,1/2580;0/1,1/1;0/0,1/0;0/3,1/2;0/15,1/11;0/3,1/2;0/5,1/5;0/19,1/32;0/26,1/25;0/28,1/54;0/255,1/254
2640;54;54;2;2;0/2340.76,1/2081.47;0/37.42,1/48.22;0/2640,1/2640;0/2640,1/2640;0/1,1/0;0/0,1/0;0/2,1/1;0/16,1/9;0/3,1/2;0/5,1/5;0/20,1/34;0/27,1/27;0/30,1/56;0/261,1/260
2700;57;54;2;2;0/2380.76,1/2131.47;0/37.73,1/48.62;0/2700,1/2700;0/2700,1/2700;0/0,1/1;0/0,1/0;0/1,1/2;0/15,1/5;0/3,1/2;0/5,1/5;0/22,1/35;0/27,1/27;0/32,1/57;0/267,1/266
2760;60;56;2;2;0/2420.76,1/2181.47;0/38.04,1/49.11;0/2760,1/2760;0/2760,1/2760;0/1,1/2;0/0,1/1;0/5,1/2;0/14,1/10;0/3,1/2;0/5,1/5;0/24,1/36;0/28,1/28;0/34,1/58;0/273,1/272
2820;63;57;2;2;0/2440.76,1/2221.47;0/38.4,1/49.51;0/2820,1/2820;0/2820,1/2820;0/0,1/1;0/0,1/0;0/1,1/2;0/13,1/12;0/3,1/2;0/5,1/5;0/26,1/37;0/29,1/28;0/38,1/60;0/279,1/278
2880;66;58;2;2;0/2490.76,1/2261.47;0/38.8,1/49.87;0/2880,1/2880;0/2880,1/2880;0/0,1/0;0/0,1/0;0/0,1/1;0/13,1/9;0/3,1/2;0/5,1/5;0/27,1/39;0/30,1/28;0/39,1/62;0/285,1/284
2940;67;60;2;2;0/2550.76,1/2311.47;0/39.11,1/50.22;0/2940,1/2940;0/2940,1/2940;0/0,1/0;0/6,1/0;0/0,1/0;0/15,1/8;0/3,1/2;0/5,1/5;0/27,1/40;0/31,1/29;0/39,1/63;0/291,1/289
3000;67;62;2;2;0/2610.76,1/2371.47;0/39.47,1/50.67;0/3000,1/3000;0/3000,1/3000;0/0,1/1;0/0,1/0;0/0,1/1;0/14,1/9;0/3,1/2;0/5,1/5;0/27,1/40;0/32,1/30;0/39,1/63;0/297,1/295
3060;68;62;2;2;0/2670.76,1/2421.47;0/39.78,1/51.07;0/3060,1/3060;0/3060,1/3060;0/1,1/1;0/0,1/0;0/1,1/1;0/10,1/14;0/3,1/2;0/5,1/5;0/27,1/41;0/32,1/30;0/39,1/64;0/303,1/301
3120;69;65;2;2;0/2722.44,1/2481.47;0/40.04,1/51.33;0/3120,1/3120;0/3120,1/3120;0/1,1/2;0/0,1/0;0/2,1/2;0/10,1/8;0/3,1/2;0/5,1/5;0/28,1/41;0/34,1/31;0/40,1/64;0/308,1/307
3180;72;67;2;2;0/2763.69,1/2523.29;0/40.44,1/51.78;0/3180,1/3180;0/3180,1/3180;0/2,1/0;0/0,1/0;0/2,1/0;0/9,1/11;0/3,1/2;0/5,1/5;0/30,1/42;0/35,1/32;0/42,1/66;0/314,1/313
3240;72;69;2;2;0/2820.76,1/2581.47;0/40.84,1/52.09;0/3240,1/3240;0/3240,1/3240;0/0,1/0;0/0,1/0;0/2,1/1;0/14,1/10;0/3,1/2;0/5,1/5;0/30,1/42;0/36,1/33;0/42,1/66;0/320,1/319
3300;74;69;2;2;0/2860.76,1/2631.47;0/41.24,1/52.44;0/3300,1/3300;0/3300,1/3300;0/0,1/1;0/0,1/0;0/0,1/3;0/12,1/10;0/3,1/2;0/5,1/5;0/31,1/43;0/36,1/33;0/44,1/67;0/326,1/325
3360;76;71;2;2;0/2920.76,1/2666.93;0/41.6,1/52.84;0/3360,1/3360;0/3360,1/3360;0/2,1/0;0/0,1/0;0/2,1/2;0/10,1/7;0/3,1/2;0/5,1/5;0/31,1/45;0/37,1/34;0/44,1/70;0/332,1/331
3420;78;72;2;2;0/2959.78,1/2701.47;0/41.96,1/53.24;0/3420,1/3420;0/3420,1/3420;0/0,1/0;0/0,1/0;0/0,1/1;0/6,1/10;0/3,1/2;0/5,1/5;0/32,1/46;0/37,1/35;0/47,1/72;0/338,1/337
3480;79;73;2;2;0/3010.76,1/2751.47;0/42.44,1/53.64;0/3480,1/3480;0/3480,1/3480;0/0,1/2;0/0,1/0;0/2,1/2;0/11,1/10;0/3,1/2;0/5,1/5;0/32,1/47;0/38,1/35;0/47,1/73;0/344,1/343
3540;83;74;2;2;0/3050.76,1/2797.11;0/42.8,1/54;0/3540,1/3540;0/3540,1/3540;0/1,1/0;0/0,1/0;0/1,1/1;0/12,1/13;0/3,1/2;0/5,1/5;0/34,1/49;0/38,1/36;0/49,1/75;0/350,1/349
3600;84;75;2;2;0/3100.76,1/2841.47;0/43.16,1/54.36;0/3600,1/3600;0/3600,1/3600;0/0,1/0;0/0,1/0;0/0,1/2;0/9,1/12;0/3,1/2;0/5,1/5;0/35,1/49;0/39,1/36;0/50,1/76;0/356,1/355
3660;85;76;2;2;0/3160.76,1/2881.47;0/43.51,1/54.76;0/3660,1/3660;0/3660,1/3660;0/1,1/0;0/0,1/0;0/1,1/0;0/5,1/13;0/3,1/2;0/5,1/5;0/35,1/50;0/39,1/37;0/50,1/78;0/362,1/361
3720;85;78;2;2;0/3220.76,1/2941.47;0/44,1/55.16;0/3720,1/3720;0/3720,1/3720;0/0,1/0;0/0,1/0;0/1,1/1;0/10,1/14;0/3,1/2;0/5,1/5;0/35,1/50;0/40,1/38;0/50,1/78;0/368,1/367
3780;87;78;2;2;0/3270.76,1/2991.47;0/44.4,1/55.42;0/3780,1/3780;0/3780,1/3780;0/1,1/1;0/0,1/0;0/1,1/1;0/9,1/8;0/3,1/2;0/5,1/5;0/36,1/51;0/40,1/38;0/51,1/79;0/374,1/373
3840;88;81;2;2;0/3315.96,1/3051.47;0/44.84,1/55.82;0/3840,1/3840;0/3840,1/3840;0/1,1/0;0/0,1/0;0/1,1/1;0/7,1/8;0/3,1/2;0/5,1/5;0/37,1/51;0/41,1/40;0/53,1/79;0/380,1/379
3900;90;83;2;2;0/3360.76,1/3101.47;0/45.29,1/56.22;0/3900,1/3900;0/3900,1/3900;0/0,1/1;0/0,1/0;0/0,1/1;0/8,1/16;0/3,1/2;0/5,1/5;0/38,1/52;0/42,1/41;0/54,1/80;0/386,1/385
3960;91;84;2;2;0/3420.76,1/3151.47;0/45.69,1/56.53;0/3960,1/3960;0/3960,1/3960;0/1,1/1;0/0,1/0;0/1,1/1;0/13,1/15;0/3,1/2;0/5,1/5;0/38,1/53;0/42,1/42;0/54,1/81;0/392,1/391
4020;91;86;2;2;0/3480.76,1/3211.47;0/46,1/56.89;0/4020,1/4020;0/4020,1/4020;0/0,1/0;0/0,1/0;0/1,1/2;0/9,1/14;0/3,1/2;0/5,1/5;0/38,1/53;0/43,1/43;0/54,1/81;0/398,1/397
4080;94;86;2;2;0/3530.76,1/3251.47;0/46.53,1/57.24;0/4080,1/4080;0/4080,1/4080;0/2,1/1;0/2,1/0;0/2,1/2;0/15,1/11;0/3,1/2;0/5,1/5;0/39,1/55;0/43,1/43;0/55,1/83;0/404,1/403
4140;96;89;2;2;0/3590.76,1/3297.91;0/46.67,1/57.47;0/4140,1/4140;0/4140,1/4140;0/0,1/1;0/0,1/0;0/4,1/4;0/11,1/10;0/3,1/2;0/5,1/5;0/39,1/57;0/44,1/45;0/55,1/85;0/410,1/409
4200;99;91;2;2;0/3610.93,1/3321.64;0/46.76,1/57.64;0/4200,1/4200;0/4200,1/4200;0/0,1/0;0/0,1/0;0/1,1/3;0/10,1/11;0/3,1/2;0/5,1/5;0/41,1/58;0/45,1/46;0/59,1/88;0/416,1/415
4260;102;92;2;2;0/3660.98,1/3351.78;0/46.89,1/57.78;0/4260,1/4260;0/4260,1/4260;0/0,1/1;0/0,1/0;0/0,1/4;0/11,1/10;0/3,1/2;0/5,1/5;0/42,1/60;0/46,1/46;0/60,1/91;0/422,1/421
4320;103;92;2;2;0/3720.98,1/3383.91;0/47.02,1/57.87;0/4320,1/4320;0/4320,1/4320;0/0,1/1;0/0,1/0;0/0,1/1;0/8,1/10;0/3,1/2;0/5,1/5;0/42,1/61;0/46,1/46;0/60,1/94;0/428,1/427
4380;104;94;2;2;0/3780.98,1/3438.76;0/47.16,1/58;0/4380,1/4380;0/4380,1/4380;0/0,1/1;0/0,1/0;0/2,1/3;0/9,1/12;0/3,1/2;0/5,1/5;0/42,1/62;0/47,1/47;0/60,1/95;0/434,1/433
4440;106;94;2;2;0/3821.07,1/3472.04;0/47.29,1/58.09;0/4440,1/4440;0/4440,1/4440;0/1,1/2;0/0,1/0;0/1,1/3;0/7,1/9;0/3,1/2;0/5,1/5;0/43,1/63;0/47,1/47;0/62,1/97;0/440,1/439
4500;109;97;2;2;0/3871.11,1/3512.13;0/47.47,1/58.27;0/4500,1/4500;0/4500,1/4500;0/1,1/0;0/0,1/0;0/1,1/2;0/8,1/13;0/3,1/2;0/5,1/5;0/44,1/65;0/48,1/49;0/63,1/99;0/446,1/445
4560;110;98;2;2;0/3931.11,1/3552.22;0/47.56,1/58.36;0/4560,1/4560;0/4560,1/4560;0/1,1/0;0/0,1/0;0/1,1/0;0/7,1/14;0/3,1/2;0/5,1/5;0/44,1/66;0/48,1/50;0/63,1/101;0/452,1/451
4620;111;102;2;2;0/3983.87,1/3612.22;0/47.78,1/58.44;0/4620,1/4620;0/4620,1/4620;0/0,1/0;0/0,1/0;0/0,1/1;0/10,1/14;0/3,1/2;0/5,1/5;0/45,1/66;0/50,1/52;0/64,1/101;0/458,1/457
4680;112;103;2;2;0/4041.16,1/3662.27;0/47.91,1/58.53;0/4680,1/4680;0/4680,1/4680;0/0,1/0;0/0,1/0;0/0,1/1;0/12,1/13;0/3,1/2;0/5,1/5;0/45,1/67;0/50,1/53;0/64,1/102;0/464,1/463
4740;113;105;2;2;0/4101.16,1/3712.31;0/47.96,1/58.67;0/4740,1/4740;0/4740,1/4740;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/10;0/3,1/2;0/5,1/5;0/45,1/68;0/51,1/54;0/64,1/103;0/470,1/469
4800;113;106;2;2;0/4161.16,1/3772.31;0/48.13,1/58.8;0/4800,1/4800;0/4800,1/4800;0/0,1/0;0/0,1/0;0/0,1/1;0/10,1/9;0/3,1/2;0/5,1/5;0/45,1/68;0/52,1/54;0/64,1/103;0/476,1/475
4860;114;108;2;2;0/4221.16,1/3822.36;0/48.22,1/58.93;0/4860,1/4860;0/4860,1/4860;0/1,1/0;0/0,1/0;0/1,1/1;0/11,1/10;0/3,1/2;0/5,1/5;0/45,1/69;0/53,1/55;0/64,1/104;0/482,1/481
4920;117;109;2;2;0/4271.2,1/3864.04;0/48.44,1/59.07;0/4920,1/4920;0/4920,1/4920;0/0,1/2;0/0,1/0;0/0,1/3;0/11,1/8;0/3,1/2;0/5,1/5;0/46,1/71;0/54,1/55;0/65,1/106;0/488,1/487
4980;117;110;2;2;0/4331.2,1/3912.49;0/48.53,1/59.24;0/4980,1/4980;0/4980,1/4980;0/1,1/2;0/0,1/0;0/1,1/2;0/11,1/7;0/3,1/2;0/5,1/5;0/46,1/71;0/55,1/55;0/65,1/107;0/494,1/493
5040;118;112;2;2;0/4391.2,1/3962.09;0/48.62,1/59.42;0/5040,1/5040;0/5040,1/5040;0/0,1/1;0/0,1/0;0/2,1/3;0/16,1/8;0/3,1/2;0/5,1/5;0/46,1/72;0/56,1/56;0/65,1/109;0/500,1/499
5100;120;112;2;2;0/4431.29,1/3992.67;0/48.67,1/59.56;0/5100,1/5100;0/5100,1/5100;0/1,1/0;0/0,1/0;0/1,1/1;0/12,1/8;0/3,1/2;0/5,1/5;0/47,1/73;0/56,1/56;0/67,1/111;0/506,1/505
5160;122;115;2;2;0/4481.33,1/4042.71;0/48.76,1/59.78;0/5160,1/5160;0/5160,1/5160;0/0,1/0;0/0,1/0;0/0,1/1;0/15,1/12;0/3,1/2;0/5,1/5;0/48,1/74;0/58,1/57;0/68,1/112;0/512,1/511
5220;123;117;2;2;0/4541.33,1/4092.76;0/48.84,1/59.87;0/5220,1/5220;0/5220,1/5220;0/0,1/0;0/0,1/1;0/1,1/1;0/15,1/14;0/3,1/2;0/5,1/5;0/48,1/75;0/59,1/58;0/68,1/113;0/518,1/517
5280;125;118;2;2;0/4591.38,1/4142.8;0/48.93,1/59.91;0/5280,1/5280;0/5280,1/5280;0/0,1/1;0/0,1/0;0/0,1/1;0/13,1/13;0/3,1/2;0/5,1/5;0/49,1/76;0/60,1/58;0/69,1/114;0/524,1/523
5340;126;120;2;2;0/4651.38,1/4199.56;0/49.07,1/60;0/5340,1/5340;0/5340,1/5340;0/1,1/0;0/0,1/2;0/1,1/0;0/15,1/14;0/3,1/2;0/5,1/5;0/49,1/77;0/60,1/60;0/69,1/115;0/530,1/529
5400;127;122;2;2;0/4711.38,1/4251.24;0/49.2,1/60.09;0/5400,1/5400;0/5400,1/5400;0/0,1/0;0/0,1/0;0/1,1/0;0/17,1/13;0/3,1/2;0/5,1/5;0/49,1/78;0/61,1/61;0/69,1/116;0/536,1/534
5459.96;129;123;2;2;0/4761.38,1/4294.76;0/49.24,1/60.18;0/5459.96,1/5459.96;0/5459.96,1/5459.96;0/0,1/2;0/0,1/0;0/0,1/2;0/13,1/13;0/3,1/2;0/5,1/5;0/50,1/79;0/61,1/62;0/70,1/117;0/542,1/540
5519.96;130;123;2;2;0/4821.38,1/4342.93;0/49.33,1/60.27;0/5519.96,1/5519.96;0/5519.96,1/5519.96;0/2,1/2;0/1,1/0;0/2,1/2;0/10,1/12;0/3,1/2;0/5,1/5;0/50,1/80;0/61,1/62;0/70,1/118;0/548,1/546
5579.96;131;126;2;2;0/4881.38,1/4397.33;0/49.47,1/60.36;0/5579.96,1/5579.96;0/5579.96,1/5579.96;0/0,1/1;0/0,1/0;0/3,1/2;0/8,1/10;0/3,1/2;0/5,1/5;0/50,1/81;0/63,1/63;0/70,1/119;0/554,1/552
5639.96;134;128;2;2;0/4911.51,1/4443.02;0/49.64,1/60.44;0/5639.96,1/5639.96;0/5639.96,1/5639.96;0/2,1/1;0/0,1/0;0/2,1/1;0/6,1/8;0/3,1/2;0/5,1/5;0/52,1/82;0/64,1/64;0/73,1/120;0/560,1/558
5699.96;135;129;2;2;0/4951.6,1/4503.02;0/49.87,1/60.53;0/5699.96,1/5699.96;0/5699.96,1/5699.96;0/0,1/1;0/0,1/0;0/0,1/1;0/8,1/7;0/3,1/2;0/5,1/5;0/53,1/82;0/64,1/65;0/75,1/120;0/566,1/564
5759.96;136;132;2;2;0/5011.6,1/4553.07;0/49.96,1/60.71;0/5759.96,1/5759.96;0/5759.96,1/5759.96;0/1,1/1;0/0,1/0;0/2,1/2;0/12,1/6;0/3,1/2;0/5,1/5;0/53,1/83;0/65,1/67;0/75,1/121;0/572,1/570
